" Label Encoded Veri (Tüm Satırlar ve Sütunlar):\n",
            "     school  sex   age  address  famsize  Pstatus      Medu  Fedu  Mjob  Fjob  reason  guardian  traveltime  studytime  failures  schoolsup  famsup  paid  activities  nursery  higher  internet  romantic    famrel  freetime     goout      Dalc      Walc   health   absences         G1        G2         G3\n",
            "236       0    1  17.0        1        1        1  2.000000   2.0     2     2       1         0         1.0        2.0       0.0          0       0     1           1        0       1         1         1  4.000000  4.000000  2.000000  5.000000  5.000000  4.00000   4.000000  14.000000  13.00000  13.000000\n",
            "237       0    0  16.0        1        0        1  2.000000   1.0     2     2       1         1         1.0        1.0       0.0          0       0     0           0        1       1         1         1  4.000000  5.000000  2.000000  1.000000  1.000000  5.00000  20.000000  13.000000  12.00000  12.000000\n",
            "238       0    0  17.0        0        0        1  2.000000   1.0     0     3       0         1         3.0        2.0       0.0          0       0     0           1        1       1         0         0  2.000000  1.000000  1.000000  1.000000  1.000000  3.00000   2.000000  13.000000  11.00000  11.000000\n",
            "239       0    1  18.0        1        0        1  2.000000   2.0     2     3       3         0         1.0        2.0       1.0          0       0     0           0        1       0         1         0  5.000000  5.000000  4.000000  3.000000  5.000000  2.00000   0.000000   7.000000   7.00000   0.000000\n",
            "240       0    1  17.0        1        1        1  4.000000   3.0     1     2       0         1         2.0        2.0       0.0          0       0     0           1        1       1         1         1  2.000000  5.000000  5.000000  1.000000  4.000000  5.00000  14.000000  12.000000  12.00000  12.000000\n",
            "241       0    1  17.0        0        1        0  4.000000   4.0     4     2       0         1         2.0        2.0       0.0          0       1     1           0        1       1         1         0  3.000000  3.000000  3.000000  2.000000  3.000000  4.00000   2.000000  10.000000  11.00000  12.000000\n",
            "242       0    1  16.0        1        1        1  4.000000   3.0     4     2       0         1         1.0        1.0       0.0          0       0     0           1        0       1         1         0  5.000000  4.000000  5.000000  1.000000  1.000000  3.00000   0.000000   6.000000   0.00000   0.000000\n",
            "243       0    1  16.0        1        0        1  4.000000   4.0     3     3       0         1         1.0        1.0       0.0          0       0     0           1        1       1         1         0  5.000000  3.000000  2.000000  1.000000  2.000000  5.00000   0.000000  13.000000  12.00000  12.000000\n",
            "244       0    0  18.0        1        0        1  2.000000   1.0     2     2       0         2         2.0        3.0       0.0          0       1     1           0        0       1         1         1  4.000000  4.000000  4.000000  1.000000  1.000000  3.00000   0.000000   7.000000   0.00000   0.000000\n",
            "245       0    1  16.0        1        0        1  2.000000   1.0     2     2       0         1         3.0        1.0       0.0          0       0     0           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  1.000000  4.00000   6.000000  18.000000  18.00000  18.000000\n",
            "246       0    1  17.0        1        0        1  2.000000   3.0     2     2       0         0         2.0        1.0       0.0          0       0     0           0        1       1         1         0  5.000000  2.000000  2.000000  1.000000  1.000000  2.00000   4.000000  12.000000  12.00000  13.000000\n",
            "247       0    1  22.0        1        0        1  3.000000   1.0     3     3       2         1         1.0        1.0       3.0          0       0     0           0        0       0         1         0  5.000000  4.000000  5.000000  5.000000  5.000000  1.00000  16.000000  10.894872   8.00000   8.000000\n",
            "248       0    1  18.0        0        1        1  3.000000   3.0     2     3       0         1         1.0        2.0       1.0          0       1     0           0        1       1         1         1  4.000000  3.000000  3.000000  1.000000  3.000000  5.00000   8.000000   3.000000   5.00000   5.000000\n",
            "249       0    1  16.0        1        0        1  0.000000   2.0     2     2       2         1         1.0        1.0       0.0          0       0     1           0        0       1         1         0  4.000000  3.000000  2.000000  2.000000  4.000000  5.00000   0.000000  13.000000  15.00000  15.000000\n",
            "250       0    1  18.0        1        0        1  3.000000   2.0     3     2       0         1         2.0        1.0       1.0          0       0     0           0        1       0         1         0  4.000000  4.000000  5.000000  2.000000  4.000000  5.00000   0.000000   6.000000   8.00000   8.000000\n",
            "251       0    1  16.0        1        0        1  3.000000   3.0     0     2       3         2         3.0        2.0       0.0          1       1     0           0        0       1         1         0  5.000000  3.000000  3.000000  1.000000  3.000000  2.00000   6.000000   7.000000  10.00000  10.000000\n",
            "252       0    1  18.0        1        0        1  2.000000   1.0     3     3       2         1         1.0        1.0       1.0          0       0     0           0        0       0         1         0  3.000000  2.000000  5.000000  2.000000  5.000000  5.00000   4.000000   6.000000   9.00000   8.000000\n",
            "253       0    1  16.0        0        0        1  2.000000   1.0     2     2       0         1         2.0        1.0       0.0          0       0     0           1        0       1         0         0  3.000000  3.000000  2.000000  1.000000  3.000000  3.00000   0.000000   8.000000   9.00000   8.000000\n",
            "254       0    1  17.0        0        0        1  2.000000   1.0     2     2       0         1         1.0        1.0       0.0          0       0     0           0        0       1         1         0  4.000000  4.000000  2.000000  2.000000  4.000000  5.00000   0.000000   8.000000  12.00000  12.000000\n",
            "255       0    1  17.0        1        1        1  1.000000   1.0     1     2       0         1         2.0        1.0       1.0          0       1     0           1        1       1         1         0  4.000000  4.000000  4.000000  1.000000  2.000000  5.00000   2.000000   7.000000   9.00000   8.000000\n",
            "256       0    0  17.0        1        1        1  4.000000   2.0     4     3       3         1         1.0        4.0       0.0          0       1     1           1        1       1         1         0  4.000000  2.000000  3.000000  1.000000  1.000000  4.00000   6.000000  14.000000  12.00000  13.000000\n",
            "257       0    1  19.0        1        1        0  4.000000   3.0     3     0       3         1         1.0        2.0       0.0          0       1     0           0        1       1         1         0  4.000000  3.000000  1.000000  1.476923  1.000000  1.00000  12.000000  11.000000  11.00000  11.000000\n",
            "258       0    1  18.0        1        0        1  2.000000   1.0     2     2       1         1         1.0        2.0       0.0          0       0     0           1        1       1         1         0  5.000000  2.000000  4.000000  1.000000  2.000000  4.00000   8.000000  15.000000  14.00000  14.000000\n",
            "259       0    0  17.0        1        1        1  2.000000   2.0     3     3       0         0         1.0        4.0       0.0          0       0     1           1        1       1         1         1  3.000000  4.000000  1.000000  1.000000  1.000000  2.00000   0.000000  10.000000   9.00000   0.000000\n",
            "260       0    0  18.0        1        0        1  4.000000   3.0     3     2       1         0         1.0        2.0       0.0          0       1     1           0        1       1         1         1  3.000000  1.000000  2.000000  1.000000  3.000000  2.00000  21.000000  17.000000  18.00000  18.000000\n",
            "261       0    1  18.0        1        0        1  4.000000   3.0     4     2       0         1         1.0        2.0       0.0          0       1     1           0        0       1         1         0  4.000000  3.000000  2.000000  1.000000  1.000000  3.00000   2.000000   8.000000   8.00000   8.000000\n",
            "262       0    1  18.0        0        0        1  3.000000   2.0     2     2       0         1         1.0        3.0       0.0          0       0     0           1        0       1         0         0  5.000000  3.000000  2.000000  1.000000  1.000000  3.00000   1.000000  13.000000  12.00000  12.000000\n",
            "263       0    0  17.0        1        0        1  3.000000   3.0     2     2       1         1         1.0        3.0       0.0          0       0     0           1        0       1         0         0  3.000000  2.000000  3.000000  1.000000  1.000000  4.00000   4.000000  10.000000   9.00000   9.000000\n",
            "264       0    0  18.0        1        0        1  2.000000   2.0     0     3       1         1         1.0        3.0       0.0          0       1     1           1        1       1         1         1  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000   9.000000  10.00000   0.000000\n",
            "265       0    1  18.0        0        1        0  3.000000   4.0     2     2       3         1         2.0        2.0       0.0          0       1     1           1        1       1         1         0  4.000000  2.000000  5.000000  3.000000  4.000000  1.00000  13.000000  17.000000  17.00000  17.000000\n",
            "266       0    1  17.0        1        0        1  3.000000   1.0     3     2       2         1         1.0        2.0       0.0          0       0     1           1        1       1         1         1  5.000000  4.000000  4.000000  3.000000  4.000000  5.00000   2.000000   9.000000   9.00000  10.000000\n",
            "267       0    0  18.0        0        0        1  4.000000   4.0     4     2       3         1         2.0        2.0       0.0          0       0     1           1        1       1         1         0  4.000000  3.000000  4.000000  2.000000  2.000000  4.00000   8.000000  12.000000  10.00000  11.000000\n",
            "268       0    1  18.0        1        0        1  4.000000   2.0     1     2       3         0         1.0        2.0       0.0          0       1     1           1        1       1         1         1  5.000000  4.000000  5.000000  1.000000  3.000000  5.00000  10.000000  10.000000   9.00000  10.000000\n",
            "269       0    0  18.0        0        0        1  2.000000   1.0     2     2       3         1         2.0        2.0       0.0          0       1     0           0        1       0         1         1  4.000000  3.000000  5.000000  1.000000  2.000000  3.00000   0.000000   6.000000   0.00000   0.000000\n",
            "270       0    0  19.0        1        0        1  3.000000   3.0     2     3       1         2         1.0        2.0       2.0          0       1     1           1        1       1         1         0  4.000000  3.000000  5.000000  3.000000  3.000000  5.00000  15.000000   9.000000   9.00000   9.000000\n",
            "271       0    0  18.0        1        0        1  2.000000   3.0     2     3       3         0         1.0        4.0       0.0          0       1     1           1        1       1         1         1  4.000000  5.000000  5.000000  1.000000  3.000000  2.00000   4.000000  15.000000  14.00000  14.000000\n",
            "272       0    0  18.0        1        1        1  1.000000   1.0     2     2       1         1         2.0        2.0       0.0          0       1     1           0        0       1         0         0  4.000000  4.000000  3.000000  1.000000  1.000000  3.00000   2.000000  11.000000  11.00000  11.000000\n",
            "273       0    1  17.0        0        0        1  1.000000   2.0     0     0       1         1         1.0        2.0       0.0          0       1     1           1        0       1         0         1  3.000000  5.000000  2.000000  2.000000  2.000000  1.00000   2.000000  15.000000  14.00000  14.000000\n",
            "274       0    0  17.0        1        0        1  2.000000   4.0     0     1       3         1         2.0        2.0       0.0          0       1     1           0        1       1         1         1  4.000000  3.000000  3.000000  1.000000  1.000000  1.00000   2.000000  10.000000  10.00000  10.000000\n",
            "275       0    0  17.0        1        1        1  2.000000   2.0     3     2       0         1         2.0        2.0       0.0          1       1     1           0        1       1         1         1  4.000000  4.000000  4.000000  2.000000  3.000000  5.00000   6.000000  12.000000  12.00000  12.000000\n",
            "276       0    0  18.0        0        0        0  3.000000   2.0     2     3       1         1         2.0        2.0       0.0          0       0     0           0        0       0         1         1  4.000000  1.000000  1.000000  1.000000  1.000000  5.00000  75.000000  10.894872   9.00000   9.000000\n",
            "277       0    1  18.0        1        0        1  4.000000   4.0     4     3       1         1         2.0        1.0       0.0          0       0     1           1        1       1         1         0  3.000000  2.000000  4.000000  1.000000  4.000000  3.00000  22.000000   9.000000   9.00000   9.000000\n",
            "278       0    0  18.0        1        0        1  4.000000   4.0     1     1       3         0         1.0        2.0       1.0          1       1     0           1        1       1         1         1  2.000000  4.000000  4.000000  1.000000  1.000000  4.00000  15.000000   9.000000   8.00000   8.000000\n",
            "279       0    1  18.0        1        1        1  4.000000   3.0     4     3       0         1         2.0        1.0       0.0          0       0     1           1        1       1         1         0  4.000000  2.000000  3.000000  1.000000  2.000000  1.00000   8.000000  10.000000  11.00000  10.000000\n",
            "280       0    1  17.0        1        1        0  4.000000   1.0     3     2       1         1         2.0        1.0       0.0          0       0     1           1        1       1         1         1  4.000000  5.000000  4.000000  2.000000  4.000000  5.00000  30.000000   8.000000   8.00000   8.000000\n",
            "281       0    1  17.0        1        1        0  3.000000   2.0     4     3       1         1         1.0        1.0       1.0          0       0     0           0        1       1         1         0  4.000000  4.000000  4.000000  3.000000  4.000000  3.00000  19.000000  11.000000   9.00000  10.000000\n",
            "282       0    0  18.0        0        1        1  1.000000   1.0     0     2       3         1         2.0        4.0       0.0          0       1     1           1        1       1         0         0  5.000000  2.000000  2.000000  1.000000  1.000000  3.00000   1.000000  12.000000  12.00000  12.000000\n",
            "283       0    0  18.0        1        0        1  1.000000   1.0     2     2       1         1         2.0        2.0       0.0          1       0     0           1        1       1         1         0  5.000000  4.000000  4.000000  1.000000  1.000000  4.00000   4.000000   8.000000   9.00000  10.000000\n",
            "284       0    0  17.0        1        0        1  2.000000   2.0     2     2       0         1         1.0        2.0       0.0          0       1     0           0        0       1         1         0  5.000000  4.000000  5.000000  1.000000  2.000000  5.00000   4.000000  10.000000   9.00000  11.000000\n",
            "285       0    1  17.0        1        0        1  1.000000   1.0     2     2       3         0         1.0        2.0       0.0          0       0     1           0        0       1         1         0  4.000000  3.000000  3.000000  1.000000  2.000000  4.00000   2.000000  12.000000  10.00000  11.000000\n",
            "286       0    0  18.0        1        0        1  2.000000   2.0     0     0       2         1         1.0        3.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  2.000000  2.00000   5.000000  18.000000  18.00000  19.000000\n",
            "287       0    0  17.0        1        0        1  1.000000   1.0     3     4       3         1         1.0        3.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   6.000000  13.000000  12.00000  12.000000\n",
            "288       0    1  18.0        1        0        1  2.000000   1.0     3     3       3         1         1.0        3.0       0.0          0       0     1           1        1       1         1         0  4.000000  2.000000  4.000000  1.000000  3.000000  2.00000   6.000000  15.000000  14.00000  14.000000\n",
            "289       0    1  18.0        1        1        0  4.000000   4.0     4     4       3         1         1.0        2.0       0.0          0       1     1           1        1       1         1         0  5.000000  4.000000  3.000000  1.000000  1.000000  2.00000   9.000000  15.000000  13.00000  15.000000\n",
            "290       0    1  18.0        1        0        1  4.000000   2.0     4     2       1         1         1.0        2.0       0.0          0       1     1           1        1       1         1         1  4.000000  3.000000  2.000000  1.000000  4.000000  5.00000  11.000000  12.000000  11.00000  11.000000\n",
            "291       0    0  17.0        1        0        1  4.000000   3.0     1     3       3         1         1.0        3.0       0.0          0       1     1           0        1       1         1         0  4.000000  2.000000  2.000000  1.000000  2.000000  3.00000   0.000000  15.000000  15.00000  15.000000\n",
            "292       0    0  18.0        1        1        1  2.000000   1.0     3     0       3         1         1.0        2.0       1.0          0       0     0           0        1       1         1         1  5.000000  4.000000  3.000000  1.000000  1.000000  5.00000  12.000000  12.000000  12.00000  13.000000\n",
            "293       0    0  17.0        0        1        1  3.000000   1.0     3     2       3         1         2.0        4.0       0.0          0       1     1           0        1       1         0         0  3.000000  1.000000  2.000000  1.000000  1.000000  3.56701   6.000000  18.000000  18.00000  18.000000\n",
            "294       0    1  18.0        0        1        1  3.000000   2.0     3     2       3         1         2.0        3.0       0.0          0       1     1           1        1       1         1         0  5.000000  4.000000  2.000000  1.000000  1.000000  4.00000   8.000000  14.000000  13.00000  14.000000\n",
            "295       0    1  17.0        1        0        1  3.000000   3.0     1     2       1         1         1.0        1.0       0.0          0       1     1           0        1       1         1         0  4.000000  4.000000  3.000000  1.000000  3.000000  5.00000   4.000000  14.000000  12.00000  11.000000\n",
            "296       0    0  19.0        1        0        1  4.000000   4.0     1     2       3         2         2.0        2.0       0.0          0       1     1           1        1       1         1         0  2.000000  3.000000  4.000000  2.000000  3.000000  2.00000   0.000000  10.000000   9.00000   0.000000\n",
            "297       0    0  18.0        1        1        1  4.000000   3.0     2     2       1         2         2.0        2.0       0.0          0       1     1           0        1       1         1         1  4.000000  4.000000  5.000000  1.000000  2.000000  2.00000  10.000000  10.000000   8.00000   8.000000\n",
            "298       0    0  18.0        1        0        1  4.000000   3.0     2     2       3         0         1.0        4.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000  14.000000  13.00000  14.000000\n",
            "299       0    1  18.0        1        1        1  4.000000   4.0     4     4       1         1         1.0        1.0       0.0          0       1     1           0        1       1         1         1  1.000000  4.000000  2.000000  2.000000  2.000000  1.00000   5.000000  16.000000  15.00000  16.000000\n",
            "300       0    0  18.0        1        1        0  4.000000   4.0     1     2       1         1         1.0        2.0       0.0          0       1     0           0        1       1         1         1  4.000000  2.000000  4.000000  1.000000  1.000000  4.00000  14.000000  12.000000  10.00000  11.000000\n",
            "301       0    1  17.0        1        1        1  4.000000   4.0     2     4       1         0         2.0        1.0       0.0          0       0     1           0        1       1         1         0  4.000000  1.000000  1.000000  2.000000  2.000000  5.00000   0.000000  11.000000  11.00000  10.000000\n",
            "302       0    0  17.0        1        0        1  4.000000   2.0     2     2       3         1         2.0        3.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000  15.000000  12.00000  14.000000\n",
            "303       0    0  17.0        1        0        1  3.000000   2.0     1     1       3         0         1.0        4.0       0.0          0       1     1           1        0       1         1         0  5.000000  2.000000  2.000000  1.000000  2.000000  5.00000   0.000000  17.000000  17.00000  18.000000\n",
            "304       0    1  19.0        1        0        1  3.000000   3.0     2     2       1         2         1.0        2.0       1.0          0       1     0           1        1       1         1         1  4.000000  4.000000  4.000000  1.000000  1.000000  3.00000  20.000000  15.000000  14.00000  13.000000\n",
            "305       0    0  18.0        1        0        1  2.000000   4.0     3     0       3         2         1.0        2.0       1.0          0       1     1           1        1       1         1         0  4.000000  4.000000  3.000000  1.000000  1.000000  3.00000   8.000000  14.000000  12.00000  12.000000\n",
            "306       0    1  20.0        1        0        0  3.000000   2.0     3     2       0         2         1.0        1.0       0.0          0       0     0           1        1       1         0         0  5.000000  5.000000  3.000000  1.000000  1.000000  5.00000   0.000000  17.000000  18.00000  18.000000\n",
            "307       0    1  19.0        1        0        1  4.000000   4.0     4     3       3         2         2.0        1.0       1.0          0       1     1           0        1       1         1         1  4.000000  3.000000  4.000000  1.000000  1.000000  4.00000  38.000000   8.000000   9.00000   8.000000\n",
            "308       0    1  19.0        0        0        1  3.000000   3.0     2     3       3         0         1.0        2.0       1.0          0       0     0           1        1       1         0         1  4.000000  5.000000  3.000000  1.000000  2.000000  5.00000   0.000000  15.000000  12.00000  12.000000\n",
            "309       0    0  19.0        1        1        1  1.000000   1.0     0     2       3         2         1.0        2.0       1.0          1       1     0           1        0       1         1         0  4.000000  4.000000  3.000000  1.000000  3.000000  3.00000  18.000000  12.000000  10.00000  10.000000\n",
            "310       0    0  19.0        1        1        1  1.000000   2.0     3     3       1         2         1.0        2.0       1.0          0       0     0           1        0       1         0         1  4.000000  2.000000  4.000000  2.000000  2.000000  3.00000   0.000000   9.000000   9.00000   0.000000\n",
            "311       0    0  19.0        1        0        1  2.000000   1.0     0     2       2         2         3.0        2.0       0.0          0       1     0           0        1       0         1         1  3.000000  4.000000  1.000000  1.000000  1.000000  2.00000  20.000000   1.000000  12.00000  13.000000\n",
            "312       0    1  19.0        1        0        1  1.000000   2.0     2     3       0         2         1.0        2.0       1.0          0       0     0           0        0       1         1         0  4.000000  5.000000  2.000000  2.000000  2.000000  4.00000   3.000000  13.000000  11.00000  11.000000\n",
            "313       0    0  19.0        1        1        1  3.000000   2.0     3     2       3         2         2.0        2.0       1.0          0       1     1           0        0       1         1         1  4.000000  2.000000  2.000000  1.000000  2.000000  1.00000  22.000000  13.000000  10.00000  11.000000\n",
            "314       0    0  19.0        1        0        1  1.000000   1.0     0     1       1         2         1.0        3.0       2.0          0       0     0           0        0       1         1         1  4.000000  1.000000  2.000000  1.000000  1.000000  3.00000  14.000000  15.000000  13.00000  13.000000\n",
            "315       0    0  19.0        0        0        1  2.000000   3.0     2     2       3         2         1.0        3.0       1.0          0       0     0           0        1       1         1         1  4.000000  1.000000  2.000000  1.000000  1.000000  3.00000  40.000000  13.000000  11.00000  11.000000\n",
            "316       0    0  18.0        1        0        1  2.000000   1.0     3     2       0         1         2.0        2.0       0.0          0       1     1           1        1       1         1         0  5.000000  3.000000  3.000000  1.000000  2.000000  1.00000   0.000000   8.000000   8.00000   0.000000\n",
            "317       0    0  18.0        1        0        1  4.000000   3.0     2     2       0         1         1.0        3.0       0.0          0       1     1           1        1       1         1         1  4.000000  3.000000  4.000000  1.000000  1.000000  5.00000   9.000000   9.000000  10.00000   9.000000\n",
            "318       0    0  17.0        0        0        1  3.000000   4.0     0     3       0         0         1.0        3.0       0.0          0       1     1           1        0       1         1         0  4.000000  3.000000  4.000000  2.000000  5.000000  5.00000   0.000000  11.000000  11.00000  10.000000\n",
            "319       0    0  18.0        1        0        1  4.000000   4.0     4     2       0         1         1.0        2.0       0.0          0       1     1           0        1       1         1         0  4.000000  4.000000  4.000000  3.000000  3.000000  5.00000   2.000000  11.000000  11.00000  11.000000\n",
            "320       0    0  17.0        1        0        0  4.000000   3.0     3     3       0         1         1.0        2.0       0.0          0       1     1           0        1       1         1         1  5.000000  2.000000  2.000000  1.000000  2.000000  5.00000  23.000000  13.000000  13.00000  13.000000\n",
            "321       0    0  17.0        1        0        1  2.000000   2.0     2     2       0         1         1.0        2.0       0.0          0       1     0           0        1       1         0         1  4.000000  2.000000  2.000000  1.000000  1.000000  3.00000  12.000000  11.000000   9.00000   9.000000\n",
            "322       0    0  17.0        0        1        1  2.000000   2.0     3     3       0         1         1.0        3.0       0.0          0       1     1           1        1       1         1         0  3.000000  3.000000  2.000000  2.000000  2.000000  3.00000   3.000000  11.000000  11.00000  11.000000\n",
            "323       0    0  17.0        1        0        1  3.000000   1.0     3     3       0         0         1.0        3.0       0.0          0       1     0           0        0       1         1         0  3.000000  4.000000  3.000000  2.000000  3.000000  5.00000   1.000000  12.000000  14.00000  15.000000\n",
            "324       0    0  17.0        1        1        1  0.000000   2.0     0     0       1         0         2.0        3.0       0.0          0       0     0           0        1       1         1         0  3.000000  3.000000  3.000000  2.000000  3.000000  2.00000   0.000000  16.000000  15.00000  15.000000\n",
            "325       0    1  18.0        1        0        1  4.000000   4.0     2     2       0         1         1.0        3.0       0.0          0       0     0           1        1       1         1         0  4.000000  3.000000  3.000000  2.000000  2.000000  3.00000   3.000000   9.000000  12.00000  11.000000\n",
            "326       0    1  17.0        1        0        1  3.000000   3.0     2     3       3         1         1.0        1.0       0.0          0       0     0           1        0       1         1         0  4.000000  3.000000  5.000000  3.000000  5.000000  5.00000   3.000000  14.000000  15.00000  16.000000\n",
            "327       0    1  17.0        0        0        1  2.000000   2.0     3     2       0         1         4.0        1.0       0.0          0       1     0           0        1       1         1         0  4.000000  4.000000  5.000000  5.000000  5.000000  4.00000   8.000000  11.000000  10.00000  10.000000\n",
            "328       0    0  17.0        1        0        1  4.000000   4.0     4     3       0         1         1.0        3.0       0.0          0       1     1           1        1       1         1         0  5.000000  4.000000  4.000000  1.000000  3.000000  4.00000   7.000000  10.000000   9.00000   9.000000\n",
            "329       0    0  17.0        1        0        1  4.000000   4.0     4     4       0         1         2.0        3.0       0.0          0       1     1           0        0       1         1         1  4.000000  3.000000  3.000000  1.000000  2.000000  4.00000   4.000000  14.000000  14.00000  14.000000\n",
            "330       0    1  18.0        1        1        1  2.000000   2.0     2     2       0         1         1.0        4.0       0.0          0       1     0           1        1       1         1         0  4.000000  5.000000  5.000000  2.000000  4.000000  5.00000   2.000000   9.000000   8.00000   8.000000\n",
            "331       0    0  17.0        0        0        1  2.000000   4.0     0     2       0         0         1.0        3.0       0.0          0       1     0           0        1       1         1         1  4.000000  4.000000  3.000000  1.000000  1.000000  5.00000   7.000000  12.000000  14.00000  14.000000\n",
            "332       0    0  18.0        1        0        1  3.000000   3.0     3     3       1         1         1.0        2.0       0.0          0       0     0           1        1       1         1         0  5.000000  3.000000  4.000000  1.000000  1.000000  4.00000   0.000000   7.000000   0.00000   0.000000\n",
            "333       0    0  18.0        1        1        1  2.000000   2.0     2     2       1         2         1.0        2.0       0.0          0       0     0           1        0       1         1         1  4.000000  3.000000  3.000000  1.000000  1.000000  2.00000   0.000000   8.000000   8.00000   0.000000\n",
            "334       0    0  18.0        0        0        1  2.000000   2.0     0     2       0         1         2.0        4.0       0.0          0       0     0           1        1       1         0         0  4.000000  4.000000  4.000000  1.000000  1.000000  4.00000   0.000000  10.000000   9.00000   0.000000\n",
            "335       0    0  17.0        1        0        1  3.000000   4.0     3     2       0         1         1.0        3.0       0.0          0       0     0           0        1       1         1         0  4.000000  4.000000  5.000000  1.000000  3.000000  5.00000  16.000000  16.000000  15.00000  15.000000\n",
            "336       0    0  19.0        0        0        0  3.000000   1.0     3     0       1         2         1.0        3.0       1.0          0       0     1           0        1       1         0         0  5.000000  4.000000  3.000000  1.000000  2.000000  5.00000  12.000000  14.000000  13.00000  13.000000\n",
            "337       0    0  17.0        1        0        1  3.000000   2.0     2     2       1         1         1.0        2.0       0.0          0       1     1           0        1       1         1         1  4.000000  3.000000  2.000000  2.000000  3.000000  2.00000   0.000000   7.000000   8.00000   0.000000\n",
            "338       0    0  18.0        1        1        1  3.000000   3.0     3     3       1         1         1.0        4.0       0.0          0       1     0           0        1       1         1         0  5.000000  3.000000  3.000000  1.000000  1.000000  1.00000   7.000000  16.000000  15.00000  17.000000\n",
            "339       0    0  17.0        0        0        0  3.000000   2.0     2     2       1         1         1.0        2.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  3.000000  2.000000  3.000000  2.00000   4.000000   9.000000  10.00000  10.000000\n",
            "340       0    0  19.0        1        0        1  2.000000   1.0     3     3       1         2         1.0        3.0       1.0          0       0     1           1        1       1         1         1  4.000000  3.000000  4.000000  1.000000  3.000000  3.00000   4.000000  11.000000  12.00000  11.000000\n",
            "341       0    1  18.0        1        0        1  4.000000   4.0     4     3       1         0         1.0        2.0       1.0          0       1     0           1        1       1         1         0  4.000000  3.000000  3.000000  2.000000  2.000000  2.00000   5.742347  10.000000  10.00000   0.000000\n",
            "342       0    1  18.0        1        1        1  3.000000   4.0     3     2       1         1         1.0        2.0       0.0          0       0     0           1        1       1         1         0  4.000000  3.000000  3.000000  1.000000  3.000000  5.00000  11.000000  16.000000  15.00000  15.000000\n",
            "343       0    0  17.0        1        0        0  2.000000   2.0     0     0       1         0         1.0        2.0       1.0          0       1     0           0        1       1         1         1  3.000000  3.000000  1.000000  1.000000  2.000000  4.00000   0.000000   9.000000   8.00000   0.000000\n",
            "344       0    0  18.0        1        0        1  2.000000   3.0     0     2       0         1         1.0        3.0       0.0          0       1     0           0        1       1         1         0  4.000000  3.000000  3.000000  1.000000  2.000000  3.00000   4.000000  11.000000  10.00000  10.000000\n",
            "345       0    0  18.0        1        0        1  3.000000   2.0     2     3       2         1         1.0        3.0       0.0          0       0     0           0        1       1         1         0  5.000000  4.000000  3.000000  2.000000  3.000000  1.00000   7.000000  13.000000  13.00000  14.000000\n",
            "346       0    1  18.0        0        0        1  4.000000   3.0     4     3       0         1         1.0        3.0       0.0          0       0     0           0        1       1         1         0  5.000000  3.000000  2.000000  1.000000  2.000000  4.00000   9.000000  16.000000  15.00000  16.000000\n",
            "347       0    1  18.0        1        0        1  4.000000   3.0     4     2       0         1         1.0        3.0       0.0          0       1     1           0        1       1         1         1  5.000000  4.000000  5.000000  2.000000  3.000000  5.00000   0.000000  10.000000  10.00000   9.000000\n",
            "348       0    0  17.0        1        0        1  4.000000   3.0     1     2       3         1         1.0        3.0       0.0          0       1     1           1        1       1         1         1  4.000000  4.000000  3.000000  1.000000  3.000000  4.00000   0.000000  13.000000  15.00000  15.000000\n",
            "349       1    1  18.0        0        0        1  3.000000   2.0     2     2       0         1         2.0        1.0       1.0          0       1     0           0        0       1         1         0  2.000000  5.000000  5.000000  5.000000  5.000000  5.00000  10.000000  11.000000  13.00000  13.000000\n",
            "350       1    1  19.0        0        0        1  1.000000   1.0     2     3       1         2         3.0        2.0       3.0          0       0     0           0        1       1         1         0  5.000000  4.000000  4.000000  3.000000  3.000000  2.00000   8.000000   8.000000  10.72335   8.000000\n",
            "351       1    1  17.0        1        0        1  3.000000   3.0     1     2       0         1         2.0        2.0       0.0          0       1     1           0        1       1         1         0  4.000000  5.000000  4.000000  2.000000  3.000000  3.00000   2.000000  13.000000  13.00000  13.000000\n",
            "352       1    1  18.0        1        1        1  1.000000   3.0     0     3       0         1         1.0        1.0       1.0          0       0     0           0        1       0         1         1  4.000000  3.000000  3.000000  2.000000  3.000000  3.00000   7.000000   8.000000   7.00000   8.000000\n",
            "353       1    1  19.0        0        0        1  1.000000   1.0     2     2       1         2         3.0        1.0       1.0          0       1     0           0        1       1         1         0  4.000000  4.000000  4.000000  3.000000  3.000000  5.00000   4.000000   8.000000   8.00000   8.000000\n",
            "354       1    1  17.0        0        0        1  4.000000   3.0     3     2       1         1         2.0        2.0       0.0          0       1     1           1        0       1         1         1  4.000000  5.000000  5.000000  1.000000  3.000000  2.00000   4.000000  13.000000  11.00000  11.000000\n",
