 " One-Hot Encoded Veri (Tüm Satırlar ve Sütunlar):\n",
            "      age      Medu  Fedu  traveltime  studytime  failures    famrel  freetime     goout      Dalc      Walc   health   absences         G1        G2         G3  school_GP  school_MS  sex_F  sex_M  address_R  address_U  famsize_GT3  famsize_LE3  Pstatus_A  Pstatus_T  Mjob_at_home  Mjob_health  Mjob_other  Mjob_services  Mjob_teacher  Fjob_at_home  Fjob_health  Fjob_other  Fjob_services  Fjob_teacher  reason_course  reason_home  reason_other  reason_reputation  guardian_father  guardian_mother  guardian_other  schoolsup_no  schoolsup_yes  famsup_no  famsup_yes  paid_no  paid_yes  activities_no  activities_yes  nursery_no  nursery_yes  higher_no  higher_yes  internet_no  internet_yes  romantic_no  romantic_yes\n",
            "192  17.0  1.000000   2.0         2.0        2.0       0.0  4.000000  4.000000  4.000000  4.000000  5.000000  5.00000  12.000000   7.000000   8.00000   8.000000       True      False  False   True      False       True         True        False      False       True          True        False       False          False         False         False        False       False           True         False          False        False          True              False            False            False            True          True          False       True       False    False      True          False            True        True        False      False        True        False          True         True         False\n",
            "193  16.0  3.000000   3.0         1.0        1.0       0.0  4.000000  3.000000  2.000000  3.000000  4.000000  5.00000   8.000000   8.000000   9.00000  10.000000       True      False  False   True       True      False         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False      False        True     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "194  16.0  2.000000   3.0         2.0        1.0       0.0  5.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000  13.000000  14.00000  14.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False             True            False           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "195  17.0  2.000000   4.0         1.0        2.0       0.0  4.000000  3.000000  2.000000  1.000000  1.000000  5.00000   0.000000  14.000000  15.00000  15.000000       True      False   True  False      False       True        False         True      False       True         False        False       False           True         False         False        False       False           True         False           True        False         False              False             True            False           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "196  17.0  4.000000   4.0         1.0        1.0       0.0  5.000000  2.000000  3.000000  1.000000  2.000000  5.00000   4.000000  17.000000  15.00000  16.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False       False          False          True          False         True         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "197  16.0  3.000000   3.0         3.0        1.0       0.0  3.000000  3.000000  4.000000  3.000000  5.000000  3.00000   8.000000   9.000000   9.00000  10.000000       True      False  False   True       True      False        False         True      False       True         False        False       False          False          True         False        False        True          False         False          False         True         False              False             True            False           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "198  17.0  4.000000   4.0         2.0        1.0       1.0  4.000000  2.000000  4.000000  2.000000  3.000000  2.00000  24.000000  18.000000  18.00000  18.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False          False          True          False         True         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "199  16.0  4.000000   4.0         1.0        2.0       0.0  4.000000  5.000000  2.000000  1.000000  2.000000  3.00000   0.000000   9.000000   9.00000  10.000000       True      False   True  False      False       True        False         True      False       True         False        False       False          False          True         False        False       False          False          True          False        False         False               True            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "200  16.0  4.000000   3.0         1.0        2.0       0.0  4.000000  3.000000  5.000000  1.000000  5.000000  2.00000   2.000000  16.000000  16.00000  16.000000       True      False   True  False      False       True         True        False      False       True         False         True       False          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "201  16.0  2.000000   3.0         1.0        2.0       0.0  4.000000  4.000000  3.000000  1.000000  3.000000  4.00000   6.000000   8.000000  10.00000  10.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False         False           True      False        True    False      True          False            True       False         True      False        True         True         False         True         False\n",
            "202  17.0  1.000000   1.0         1.0        2.0       0.0  4.000000  4.000000  4.000000  1.000000  3.000000  1.00000   4.000000   9.000000   9.00000  10.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False        True        False      False        True         True         False         True         False\n",
            "203  17.0  2.000000   2.0         1.0        1.0       0.0  5.000000  3.000000  2.000000  1.000000  2.000000  3.00000  18.000000   7.000000   6.00000   6.000000       True      False   True  False       True      False         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "204  16.0  2.000000   2.0         2.0        4.0       0.0  5.000000  3.000000  5.000000  1.000000  1.000000  5.00000   6.000000  10.000000  10.00000  11.000000       True      False   True  False       True      False         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False      False        True    False      True          False            True        True        False      False        True        False          True         True         False\n",
            "205  17.0  3.000000   4.0         1.0        3.0       1.0  4.000000  4.000000  3.000000  3.000000  4.000000  5.00000  28.000000  10.000000   9.00000   9.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False       False           True         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "206  16.0  3.000000   1.0         1.0        2.0       3.0  2.000000  3.000000  3.000000  2.000000  2.000000  4.00000   5.000000   7.000000   7.00000   7.000000       True      False   True  False      False       True         True        False       True      False         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "207  16.0  4.000000   3.0         1.0        2.0       0.0  1.000000  3.000000  2.000000  1.000000  1.000000  1.00000  10.000000  11.000000  12.00000  13.000000       True      False   True  False      False       True         True        False      False       True         False        False       False          False          True         False        False        True          False         False          False        False          True              False            False             True           False          True          False       True       False    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "208  16.0  1.000000   1.0         2.0        1.0       0.0  4.000000  3.000000  2.000000  1.000000  4.000000  5.00000   6.000000   9.000000   9.00000  10.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True         True         False         True         False\n",
            "209  17.0  4.000000   3.0         2.0        3.0       0.0  4.000000  4.000000  2.000000  1.000000  1.000000  4.00000   6.000000   7.000000   7.00000   7.000000       True      False   True  False       True      False         True        False      False       True         False        False       False          False          True         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "210  19.0  3.000000   3.0         1.0        4.0       0.0  4.000000  3.000000  3.000000  1.000000  2.000000  3.00000  10.000000   8.000000   8.00000   8.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False            False            True          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "211  17.0  4.000000   4.0         1.0        2.0       0.0  5.000000  3.000000  5.000000  4.000000  5.000000  3.00000  13.000000  12.000000  12.00000  13.000000       True      False  False   True      False       True        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "212  16.0  2.000000   2.0         1.0        2.0       0.0  3.000000  3.000000  4.000000  1.000000  1.000000  4.00000   0.000000  12.000000  13.00000  14.000000       True      False   True  False      False       True         True        False       True      False         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False         False           True      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "213  18.0  2.000000   2.0         1.0        2.0       1.0  4.000000  4.000000  4.000000  2.000000  4.000000  5.00000  15.000000   6.000000   7.00000   8.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "214  17.0  4.000000   4.0         1.0        1.0       0.0  5.000000  2.000000  1.000000  1.000000  2.000000  3.00000  12.000000   8.000000  10.00000  10.000000       True      False   True  False       True      False        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False        False          True              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True         True         False         True         False\n",
            "215  17.0  3.000000   2.0         2.0        2.0       0.0  4.000000  4.000000  4.000000  1.000000  3.000000  1.00000   2.000000  14.000000  15.00000  15.000000       True      False   True  False      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False       True       False    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "216  17.0  4.000000   3.0         1.0        2.0       2.0  3.000000  4.000000  5.000000  2.000000  4.000000  3.56701  22.000000   6.000000   6.00000   4.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False       True       False    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "217  18.0  3.000000   3.0         1.0        2.0       1.0  3.000000  2.000000  4.000000  2.000000  4.000000  4.00000  13.000000   6.000000   6.00000   8.000000       True      False  False   True      False       True        False         True      False       True         False        False       False           True         False         False         True       False          False         False          False         True         False              False             True            False           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "218  17.0  2.000000   3.0         2.0        1.0       0.0  3.000000  3.000000  3.000000  1.000000  4.000000  3.00000   3.000000   7.000000   7.00000   8.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False         True         False              False             True            False           False          True          False      False        True    False      True           True           False       False         True      False        True         True         False         True         False\n",
            "219  17.0  2.000000   2.0         1.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  4.00000   4.000000   9.000000  10.00000  10.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False          True        False       False          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "220  17.0  2.000000   1.0         2.0        2.0       0.0  4.000000  2.000000  5.000000  1.000000  2.000000  5.00000   2.000000   6.000000   6.00000   6.000000       True      False   True  False       True      False         True        False      False       True          True        False       False          False         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False      False        True     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "221  17.0  1.000000   1.0         1.0        3.0       1.0  4.000000  3.000000  4.000000  1.000000  1.000000  5.00000   0.000000   6.000000   5.00000   0.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True     True     False          False            True       False         True      False        True         True         False        False          True\n",
            "222  16.0  2.000000   3.0         1.0        2.0       0.0  2.000000  3.000000  1.000000  1.000000  1.000000  3.00000   2.000000  16.000000  16.00000  17.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False          False          True          False        False          True              False            False             True           False         False           True       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "223  18.0  2.000000   2.0         2.0        2.0       0.0  3.000000  3.000000  3.000000  5.000000  5.000000  4.00000   0.000000  12.000000  13.00000  13.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "224  16.0  4.000000   4.0         1.0        3.0       0.0  5.000000  3.000000  2.000000  1.000000  1.000000  5.00000   0.000000  13.000000  13.00000  14.000000       True      False   True  False      False       True         True        False      False       True         False        False       False          False          True         False        False       False           True         False          False         True         False              False            False             True           False          True          False      False        True     True     False          False            True        True        False      False        True        False          True         True         False\n",
            "225  18.0  3.000000   1.0         1.0        2.0       1.0  5.000000  3.000000  3.000000  1.000000  1.000000  4.00000  16.000000   9.000000   8.00000   7.000000       True      False   True  False       True      False         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "226  17.0  3.000000   2.0         1.0        2.0       0.0  5.000000  3.000000  4.000000  1.000000  3.000000  3.00000  10.000000  16.000000  15.00000  15.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True        True        False      False        True        False          True         True         False\n",
            "227  17.0  2.000000   3.0         1.0        2.0       0.0  5.000000  3.000000  3.000000  1.476923  3.000000  3.00000   2.000000  12.000000  11.00000  12.000000       True      False  False   True      False       True        False         True      False       True         False        False       False           True         False         False        False       False           True         False          False        False         False               True             True            False           False          True          False      False        True    False      True           True           False        True        False      False        True        False          True         True         False\n",
            "228  18.0  2.000000   1.0         4.0        2.0       0.0  4.000000  3.000000  2.000000  4.000000  5.000000  3.00000  14.000000  10.000000   8.00000   9.000000       True      False  False   True      False       True        False         True      False       True          True        False       False          False         False         False        False        True          False         False           True        False         False              False            False             True           False         False           True      False        True    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "229  17.0  2.000000   1.0         2.0        3.0       0.0  3.000000  2.000000  3.000000  1.000000  2.000000  3.00000  10.000000  12.000000  10.00000  12.000000       True      False   True  False      False       True         True        False       True      False         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "230  17.0  4.000000   3.0         1.0        2.0       0.0  3.000000  2.000000  3.000000  1.000000  2.000000  3.00000  14.000000  13.000000  13.00000  14.000000       True      False   True  False      False       True        False         True      False       True         False         True       False          False         False         False        False        True          False         False          False        False         False               True             True            False           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "231  17.0  2.000000   2.0         2.0        2.0       0.0  4.000000  5.000000  2.000000  1.000000  1.000000  1.00000   4.000000  11.000000  11.00000  11.000000       True      False  False   True       True      False         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False             True            False           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "232  17.0  4.000000   4.0         1.0        2.0       0.0  4.000000  5.000000  5.000000  1.000000  3.000000  2.00000  14.000000  11.000000   9.00000   9.000000       True      False  False   True      False       True         True        False      False       True         False        False       False          False          True         False        False       False          False          True          False        False         False               True            False             True           False         False           True      False        True     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "233  16.0  4.000000   4.0         1.0        2.0       0.0  4.000000  2.000000  4.000000  2.000000  4.000000  1.00000   2.000000  14.000000  13.00000  13.000000       True      False  False   True      False       True         True        False      False       True         False         True       False          False         False         False        False        True          False         False          False        False         False               True             True            False           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "234  16.0  1.000000   1.0         2.0        2.0       0.0  3.000000  4.000000  2.000000  1.000000  1.000000  5.00000  18.000000   9.000000   7.00000   6.000000       True      False  False   True      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "235  16.0  3.000000   2.0         2.0        3.0       0.0  5.000000  3.000000  3.000000  1.000000  3.000000  2.00000  10.000000  11.000000   9.00000  10.000000       True      False  False   True      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "236  17.0  2.000000   2.0         1.0        2.0       0.0  4.000000  4.000000  2.000000  5.000000  5.000000  4.00000   4.000000  14.000000  13.00000  13.000000       True      False  False   True      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False             True            False           False          True          False       True       False    False      True          False            True        True        False      False        True        False          True        False          True\n",
            "237  16.0  2.000000   1.0         1.0        1.0       0.0  4.000000  5.000000  2.000000  1.000000  1.000000  5.00000  20.000000  13.000000  12.00000  12.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "238  17.0  2.000000   1.0         3.0        2.0       0.0  2.000000  1.000000  1.000000  1.000000  1.000000  3.00000   2.000000  13.000000  11.00000  11.000000       True      False   True  False       True      False         True        False      False       True          True        False       False          False         False         False        False       False           True         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True         True         False         True         False\n",
            "239  18.0  2.000000   2.0         1.0        2.0       1.0  5.000000  5.000000  4.000000  3.000000  5.000000  2.00000   0.000000   7.000000   7.00000   0.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False       False           True         False          False        False         False               True             True            False           False          True          False       True       False     True     False           True           False       False         True       True       False        False          True         True         False\n",
            "240  17.0  4.000000   3.0         2.0        2.0       0.0  2.000000  5.000000  5.000000  1.000000  4.000000  5.00000  14.000000  12.000000  12.00000  12.000000       True      False  False   True      False       True        False         True      False       True         False         True       False          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "241  17.0  4.000000   4.0         2.0        2.0       0.0  3.000000  3.000000  3.000000  2.000000  3.000000  4.00000   2.000000  10.000000  11.00000  12.000000       True      False  False   True       True      False        False         True       True      False         False        False       False          False          True         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "242  16.0  4.000000   3.0         1.0        1.0       0.0  5.000000  4.000000  5.000000  1.000000  1.000000  3.00000   0.000000   6.000000   0.00000   0.000000       True      False  False   True      False       True        False         True      False       True         False        False       False          False          True         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True        True        False      False        True        False          True         True         False\n",
            "243  16.0  4.000000   4.0         1.0        1.0       0.0  5.000000  3.000000  2.000000  1.000000  2.000000  5.00000   0.000000  13.000000  12.00000  12.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "244  18.0  2.000000   1.0         2.0        3.0       0.0  4.000000  4.000000  4.000000  1.000000  1.000000  3.00000   0.000000   7.000000   0.00000   0.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False            False            True          True          False      False        True    False      True           True           False        True        False      False        True        False          True        False          True\n",
            "245  16.0  2.000000   1.0         3.0        1.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  4.00000   6.000000  18.000000  18.00000  18.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "246  17.0  2.000000   3.0         2.0        1.0       0.0  5.000000  2.000000  2.000000  1.000000  1.000000  2.00000   4.000000  12.000000  12.00000  13.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False             True            False           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "247  22.0  3.000000   1.0         1.0        1.0       3.0  5.000000  4.000000  5.000000  5.000000  5.000000  1.00000  16.000000  10.894872   8.00000   8.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False        False          True              False            False             True           False          True          False       True       False     True     False           True           False        True        False       True       False        False          True         True         False\n",
            "248  18.0  3.000000   3.0         1.0        2.0       1.0  4.000000  3.000000  3.000000  1.000000  3.000000  5.00000   8.000000   3.000000   5.00000   5.000000       True      False  False   True       True      False        False         True      False       True         False        False        True          False         False         False        False       False           True         False           True        False         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "249  16.0  0.000000   2.0         1.0        1.0       0.0  4.000000  3.000000  2.000000  2.000000  4.000000  5.00000   0.000000  13.000000  15.00000  15.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False          True              False            False             True           False          True          False       True       False    False      True           True           False        True        False      False        True        False          True         True         False\n",
            "250  18.0  3.000000   2.0         2.0        1.0       1.0  4.000000  4.000000  5.000000  2.000000  4.000000  5.00000   0.000000   6.000000   8.00000   8.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True       True       False        False          True         True         False\n",
            "251  16.0  3.000000   3.0         3.0        2.0       0.0  5.000000  3.000000  3.000000  1.000000  3.000000  2.00000   6.000000   7.000000  10.00000  10.000000       True      False  False   True      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False        False         False               True            False            False            True         False           True      False        True     True     False           True           False        True        False      False        True        False          True         True         False\n",
            "252  18.0  2.000000   1.0         1.0        1.0       1.0  3.000000  2.000000  5.000000  2.000000  5.000000  5.00000   4.000000   6.000000   9.00000   8.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False        False          True              False            False             True           False          True          False       True       False     True     False           True           False        True        False       True       False        False          True         True         False\n",
            "253  16.0  2.000000   1.0         2.0        1.0       0.0  3.000000  3.000000  2.000000  1.000000  3.000000  3.00000   0.000000   8.000000   9.00000   8.000000       True      False  False   True       True      False         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True        True        False      False        True         True         False         True         False\n",
